SOUNDS17,6.2400,3.8400
SOUNDS18,6.2400,4.6400
SOUNDS19,6.2400,4.6400
SOUNDS20,13.4400,4.6400
SOUNDS21,13.4400,4.6400
SOUNDS22,13.4400,4.6400
SOUNDS23,13.4400,4.6400
SOUNDS24,13.4400,5.4400
SOUNDS25,13.4400,4.6400
SOUNDS26,13.4400,4.6400
SOUNDS27,13.4400,3.8400
SOUNDS28,13.4400,4.6400
SOUNDS29,13.4400,4.6400
SOUNDS30,20.6400,4.6400
SOUNDS31,20.6400,4.6400
SOUNDS32,20.6400,4.6400
SOUNDS33,20.6400,4.6400
SOUNDS34,20.5760,5.4400
SOUNDS35,20.6400,4.6400
SOUNDS36,20.6400,4.6400
SOUNDS37,20.6400,3.8400
SOUNDS38,20.6400,4.6400
SOUNDS39,20.6400,4.6400
SOUNDS40,-8.1600,4.6400
SOUNDS41,-8.1600,4.6400
SOUNDS42,-8.1600,4.6400
SOUNDS43,-8.1600,4.6400
SOUNDS44,-8.1280,5.4400
SOUNDS45,-8.1600,4.6400
SOUNDS46,-8.1600,4.6400
SOUNDS47,-8.1600,4.6400
SOUNDS48,-8.1600,4.6400
SOUNDS49,-8.1600,4.6400
SOUNDS50,-0.9600,0.6400
SOUNDS51,-0.9600,0.6400
SOUNDS52,-0.9600,0.6400
SOUNDS53,-0.9600,0.6400
SOUNDS54,-0.9600,1.4400
SOUNDS55,-0.9600,0.6400
SOUNDS56,-0.9600,0.6400
SOUNDS57,-0.9600,0.6400
SOUNDS58,-0.9600,0.6400
SOUNDS59,-0.9600,0.6400
SOUNDSA1,7.8400,-6.4000
SOUNDSB1,13.7600,-5.0560
SOUNDSC2,14.3040,14.3040
SPRING02,5.4400,11.8400
SWPARE51,18.5600,10.4960
TIDCUR01,7.0720,20.4800
TIDCUR02,7.2640,19.8400
TIDCUR03,34.8480,-17.0560
TIDEHT01,13.3120,6.0480
TIDSTR01,9.6000,9.6320
TMARDEF1,0.8960,30.6240
TMARDEF2,-1.5040,28.3520
TMBYRD01,7.0400,7.0400
TNKCON02,5.1840,5.1520
TNKCON12,5.1840,5.1520
TNKFRM01,13.1200,13.4400
TNKFRM11,13.1840,13.6000
TOPMAR02,0.3200,22.2400
TOPMAR04,-0.8000,22.5600
TOPMAR05,0.3200,30.2400
TOPMAR06,-0.8000,29.6000
TOPMAR07,-0.8000,29.9200
TOPMAR08,0.4800,29.6000
TOPMAR10,-0.4800,22.8800
TOPMAR12,-0.6400,29.9200
TOPMAR13,-0.3200,24.4800
TOPMAR14,0.3200,22.0800
TOPMAR16,-0.3200,23.2000
TOPMAR17,3.3600,24.9600
TOPMAR18,2.3040,24.9600
TOPMAR22,4.1600,24.0000
TOPMAR24,4.1600,23.6800
TOPMAR25,4.1600,30.8800
TOPMAR26,4.1600,30.4000
TOPMAR27,4.1600,31.0400
TOPMAR28,4.1600,30.7200
TOPMAR30,4.1600,24.6400
TOPMAR32,4.1600,33.1200
TOPMAR33,3.0400,26.2400
TOPMAR34,4.4800,23.0400
TOPMAR36,4.8000,25.4400
TOPMAR65,1.2800,23.6160
TOPMAR85,4.1600,24.6400
TOPMAR86,7.5840,31.6160
TOPMAR87,4.6080,26.8800
TOPMAR88,4.8960,26.7200
TOPMAR89,7.5840,28.5760
TOWERS01,6.1760,19.1360
TOWERS02,5.4400,16.6400
TOWERS03,6.2400,19.1680
TOWERS05,5.4400,23.0400
TOWERS12,5.4400,16.6400
TOWERS15,5.4400,23.0400
TREPNT04,6.2720,13.4720
TREPNT05,7.0400,10.2400
TSLDEF51,19.9360,24.6400
TSSCRS51,58.2720,-18.6240
TSSLPT51,10.2400,24.6400
TSSRON51,14.9440,15.2640
TWRDEF51,22.6880,22.8480
TWRTPT52,10.5920,22.8480
TWRTPT53,10.1440,22.8480
UNITFTH1,4.1600,7.0400
UNITMTR1,7.2640,8.0640
UWTROC03,7.0720,7.0720
UWTROC04,7.1360,5.8880
VECGND01,9.9840,0.6720
VECGND21,9.9840,0.6720
VECWTR01,9.9840,0.6720
VECWTR21,9.9840,0.6720
WATTUR02,27.8400,5.4080
WAYPNT01,10.2400,10.2400
WAYPNT03,10.2400,10.2400
WAYPNT11,10.2400,10.2400
WEDKLP03,16.6400,4.6400
WIMCON01,5.4400,20.2560
WIMCON11,5.4400,20.2560
WNDFRM51,13.0880,13.1200
WNDFRM61,13.0240,13.4400
WNDMIL02,5.4400,10.2400
WNDMIL12,5.4400,10.2400
WRECKS01,11.8400,10.2400
WRECKS04,8.6400,5.4400
WRECKS05,10.1440,7.3600
